date,A,B,C_pos,C_neg,D_pos,D_neg,E_pos,E_neg,F_pos,F_neg,H_pos,H_neg
2000-06-04 15:00:00,4.2739726,4.2712243,11.696179,-3.14823377,-4.25330184,12.801247,6.4660807,2.0818645,13.4368891,-4.88894393,-5.01859063,13.5665358
2000-06-05 15:00:00,4.3013699,3.9934405,11.6441794,-3.0414397,-4.58573009,13.1884698,10.9444702,-2.34173047,11.8360127,-3.23327293,-6.06708914,14.6698289
2000-06-06 15:00:00,4.3287671,4.6757587,11.1992562,-2.54172191,-3.95805628,12.6155905,7.3307233,1.3268109,11.4892019,-2.83166766,-8.3721187,17.0296529
2000-06-07 15:00:00,4.3561644,5.5817543,10.9289292,-2.21660044,-3.1067051,11.8190339,8.3178507,0.3944781,10.3961451,-1.68381636,-5.45967275,14.1720015
2000-06-08 15:00:00,4.3835616,6.4383141,10.3932239,-1.62610066,-2.30478971,11.071913,8.1239914,0.6431319,10.5792192,-1.81209596,-6.59364742,15.3607707
2000-06-09 15:00:00,4.4109589,6.7007369,10.0895812,-1.26766342,-2.09701124,10.918929,11.7870425,-2.96512467,12.5730262,-3.75110842,-6.3589047,15.1808225
2000-06-10 15:00:00,4.4383562,7.670776,9.5193842,-0.6426719,-1.18161657,10.0583289,8.0258109,0.8509014,11.0149714,-2.13825906,-8.72365494,17.6003673
2000-06-11 15:00:00,4.4657534,7.6653036,9.2531609,-0.32165405,-1.24173341,10.1732403,5.4782366,3.4532703,10.7889146,-1.85740777,-8.80949249,17.7409993
2000-06-12 15:00:00,4.4931507,7.9590019,10.0646374,-1.07833603,-1.00267945,9.9889808,0.8347686,8.1515328,11.4000011,-2.41369971,-8.07090561,17.057207
2000-06-13 15:00:00,4.5205479,8.3837042,10.4010997,-1.36000381,-0.63262155,9.6737174,-2.39388573,11.4349816,10.7177216,-1.67662568,-6.90577378,15.9468697
2000-06-14 15:00:00,4.5479452,8.0392989,10.7469808,-1.65109042,-1.03167131,10.1275617,-6.63726972,15.7331601,10.9908806,-1.8949902,-8.28337915,17.3792696
2000-06-15 15:00:00,4.5753425,7.7399934,10.5746562,-1.42397126,-1.38562116,10.5363061,-2.05643039,11.2071153,11.3923473,-2.24166237,-10.50179847,19.6524834
2000-06-16 15:00:00,4.6027397,8.4705985,10.1891784,-0.98369893,-0.70966043,9.9151399,0.4001992,8.8052803,12.085465,-2.87998556,-9.05649269,18.2619721
2000-06-17 15:00:00,4.630137,8.6372867,9.8369605,-0.57668656,-0.59761662,9.8578906,-2.01994783,11.2802218,10.513604,-1.25333006,-8.17483675,17.4351107
2000-06-18 15:00:00,4.6575342,9.083146,9.2859442,0.0291243,-0.20640175,9.5214702,-3.415477,12.7305455,8.6622786,0.6527899,-10.47102077,19.7860893
2000-06-19 15:00:00,4.6849315,8.9967563,9.3237615,0.0461015,-0.34743587,9.7172989,-8.08179397,17.451657,7.3583637,2.0114993,-11.42913373,20.7989967
2000-06-20 15:00:00,4.7123288,8.6378591,8.6660735,0.7585841,-0.76097748,10.185635,-4.79760597,14.2222635,8.0155086,1.4091489,-9.56077703,18.9854346
2000-06-21 15:00:00,4.739726,9.6522781,8.1851041,1.294348,0.1987972,9.2806549,-4.37055534,13.8500074,8.6248155,0.8546366,-6.67113353,16.1505856
2000-06-22 15:00:00,4.7671233,9.7104179,8.2412966,1.29295,0.2022925,9.331954,-4.02634898,13.5605956,8.7089861,0.8252604,-4.4264862,13.9607328
2000-06-23 15:00:00,4.7945205,8.8474117,7.7231515,1.8658896,-0.71535806,10.3043992,-0.74821937,10.3372605,6.9969364,2.5921047,-4.2119921,13.8010332
2000-06-24 15:00:00,4.8219178,9.3671559,7.3847605,2.2590751,-0.25025827,9.8940939,-0.36372387,10.0075595,5.5831312,4.0607044,-2.8137518,12.4575874
2000-06-25 15:00:00,4.8493151,10.0476838,7.8250308,1.8735993,0.3756253,9.3230049,-0.46521098,10.1638411,3.7478732,5.9507569,-0.50319941,10.2018295
2000-06-26 15:00:00,4.8767123,10.6560198,7.9986274,1.7547973,0.9293168,8.8241078,-0.98277569,10.7362003,5.443789,4.3096357,-2.82574461,12.5791693
2000-06-27 15:00:00,4.9041096,11.4951412,8.2887752,1.5194439,1.7137938,8.0944254,-0.62411022,10.4323294,6.1541064,3.6541127,-4.56480031,14.3730195
2000-06-28 15:00:00,4.9315068,11.9211615,7.6803647,2.182649,2.0851697,7.777844,-4.15405093,14.0170646,5.8059077,4.057106,-6.89524494,16.7582586
2000-06-29 15:00:00,4.9589041,11.5706749,8.2104945,1.7073137,1.6800388,8.2377694,-3.60243923,13.5202475,5.2868049,4.6310033,-3.96432493,13.8821332
2000-06-30 15:00:00,4.9863014,11.3985679,8.5337061,1.4388966,1.4532874,8.5193154,-8.15855093,18.1311537,5.2249205,4.7476822,-5.94559574,15.9181985
2000-07-01 15:00:00,5.0136986,11.4234021,9.0707314,0.9566658,1.4234772,8.6039201,-3.28841922,13.3158165,5.9895387,4.0378586,-5.83203497,15.8594322
2000-07-02 15:00:00,5.0410959,10.6978336,9.5889001,0.4932917,0.6432643,9.4389275,-1.87234196,11.9545337,7.786043,2.2961488,-6.56742626,16.649618
2000-07-03 15:00:00,5.0684932,9.8848219,9.610759,0.5262273,-0.2243918,10.3613781,-1.8411911,11.9781774,8.1734472,1.9635391,-3.83610116,13.9730875
2000-07-04 15:00:00,5.0958904,9.8536646,9.6570418,0.534739,-0.31019357,10.5019744,1.8326689,8.3591119,10.1640434,0.0277374,-3.29196319,13.483744
2000-07-05 15:00:00,5.1232877,9.4213876,9.943267,0.3033084,-0.79711498,11.0436903,3.033584,7.2129913,12.0521564,-1.80558109,-5.49648437,15.7430597
2000-07-06 15:00:00,5.1506849,8.7252283,9.2731288,1.0282411,-1.54791862,11.8492885,-0.97385442,11.2752243,12.8369373,-2.53556748,-4.91915822,15.2205281
2000-07-07 15:00:00,5.1780822,7.929758,9.4795332,0.8766312,-2.39803331,12.7541977,-5.74374631,16.0999107,14.706763,-4.35059859,-2.48036171,12.8365261
2000-07-08 15:00:00,5.2054795,7.2809836,9.286924,1.1240349,-3.10145216,13.5124111,-7.86612596,18.2770849,15.6531611,-5.24220223,-1.40666846,11.8176274
2000-07-09 15:00:00,5.2328767,6.5860472,10.0114334,0.45432,-3.85103292,14.3167863,-3.29033531,13.7560887,16.7202033,-6.25444988,-3.36410672,13.8298601
2000-07-10 15:00:00,5.260274,5.7851715,10.476505,0.044043,-4.70655305,15.227101,-3.81762105,14.338169,15.1086106,-4.58806264,-3.19325961,13.7138076
2000-07-11 15:00:00,5.2876712,6.2279402,11.1880003,-0.61265784,-4.3184287,14.8937712,-3.63635842,14.2117009,15.3268177,-4.75147519,-0.81651806,11.3918605
2000-07-12 15:00:00,5.3150685,6.6546011,11.8901702,-1.26003326,-3.94641218,14.5765492,0.6618072,9.9683298,16.7085961,-6.07845912,1.7465195,8.8836174
2000-07-13 15:00:00,5.3424658,6.6872458,11.5977464,-0.91281485,-3.96841191,14.6533434,-2.37842145,13.063353,16.1976962,-5.51276466,2.3005331,8.3843984
2000-07-14 15:00:00,5.369863,7.6983206,11.1385929,-0.39886683,-3.01198153,13.7517076,-3.47054743,14.2102735,15.9249077,-5.18518168,0.4696277,10.2700984
2000-07-15 15:00:00,5.3972603,7.6892095,11.0902594,-0.29573884,-3.07573705,13.8702576,-2.73407123,13.5285918,14.7800073,-3.98548676,-1.54961087,12.3441314
2000-07-16 15:00:00,5.4246575,8.0445597,10.5847794,0.2645357,-2.77503122,13.6243463,-2.10964363,12.9589587,14.3389573,-3.48964223,-0.49726419,11.3465793
2000-07-17 15:00:00,5.4520548,8.4964708,10.2036162,0.7004934,-2.37776448,13.2818741,-4.67732522,15.5814348,14.5619856,-3.65787596,0.7315834,10.1725261
2000-07-18 15:00:00,5.4794521,9.4784699,9.8408964,1.1180077,-1.45040984,12.4093139,-1.81899762,12.7779017,14.4866168,-3.52771272,2.8351246,8.1237795
2000-07-19 15:00:00,5.5068493,8.8225694,10.083678,0.9300206,-2.16095474,13.1746534,2.4044748,8.6092238,15.2671282,-4.25342954,5.6097118,5.4039868
2000-07-20 15:00:00,5.5342466,8.6008827,9.9268938,1.1415993,-2.4372858,13.505779,5.3779847,5.6905084,15.2312367,-4.16274357,4.6520346,6.4164585
2000-07-21 15:00:00,5.5616438,8.1932424,10.2368313,0.8864564,-2.89957049,14.0228582,8.0361789,3.0871088,16.4813014,-5.3580137,5.3744092,5.7488785
2000-07-22 15:00:00,5.5890411,9.0010606,10.6369411,0.5411411,-2.14639669,13.3244789,8.6811506,2.4969316,16.9944589,-5.81637674,4.4116654,6.7664168
2000-07-23 15:00:00,5.6164384,8.0614684,11.0900655,0.1428112,-3.14063326,14.37351,8.9894488,2.2434279,15.6216154,-4.38873869,4.1355448,7.097332
2000-07-24 15:00:00,5.6438356,8.9558671,10.5033376,0.7843336,-2.30087904,13.5885503,6.4979174,4.7897539,14.447538,-3.15986675,4.0281482,7.259523
2000-07-25 15:00:00,5.6712329,9.9693823,11.3271867,0.0152791,-1.34200816,12.6844739,2.7773609,8.5651048,15.6585784,-4.31611264,6.1618987,5.1805671
2000-07-26 15:00:00,5.6986301,10.5178419,11.1823662,0.2148941,-0.84819304,12.2454533,5.7493413,5.647919,16.3611495,-4.96388925,4.0435928,7.3536675
2000-07-27 15:00:00,5.7260274,10.0718242,10.8562806,0.5957742,-1.34885509,12.8009099,4.6645623,6.7874925,17.7453109,-6.29325606,4.3886678,7.063387
2000-07-28 15:00:00,5.7534247,10.8692757,10.9663988,0.5404505,-0.60604799,12.1128973,4.1828557,7.3239936,16.1656326,-4.65878325,7.3926108,4.1142385
2000-07-29 15:00:00,5.7808219,11.7013542,10.6115655,0.9500784,0.1713861,11.3902577,5.540251,6.0213928,16.1686732,-4.60702941,9.30807,2.2535738
2000-07-30 15:00:00,5.8082192,11.2637799,11.0162235,0.6002148,-0.32083258,11.9372709,0.8593613,10.7570771,17.3493041,-5.73286575,10.6814497,0.9349886
2000-07-31 15:00:00,5.8356164,11.5890789,10.4496408,1.2215921,-0.05017796,11.7214108,3.160584,8.5106488,19.185837,-7.51460411,13.6710776,-1.99984468
2000-08-01 15:00:00,5.8630137,10.9988108,11.0683726,0.6576548,-0.69509046,12.4211179,1.4640696,10.2619578,19.6754254,-7.94939797,14.9306671,-3.20463966
2000-08-02 15:00:00,5.890411,10.0218218,11.6391375,0.1416844,-1.72672394,13.5075459,-3.218082,14.9989039,21.1313912,-9.35056927,14.0382262,-2.25740423
2000-08-03 15:00:00,5.9178082,10.2334773,12.2619217,-0.42630529,-1.56971284,13.4053293,-3.91054905,15.7461655,19.6455763,-7.80995983,14.6093662,-2.77374976
2000-08-04 15:00:00,5.9452055,10.7323357,12.1110296,-0.22061868,-1.12549876,13.0159097,-6.03981946,17.9302304,19.549789,-7.65937802,13.3518439,-1.46143295
2000-08-05 15:00:00,5.9726027,10.533828,12.3026749,-0.35746946,-1.37865089,13.3238564,-4.52008047,16.465286,20.425655,-8.48044951,12.756508,-0.81130252
2000-08-06 15:00:00,6,11.038954,12.9383243,-0.93832431,-0.92816925,12.9281693,-1.87356835,13.8735683,19.9617339,-7.96173394,12.5073866,-0.50738663
2000-08-07 15:00:00,6.0273973,10.5893371,12.9317393,-0.87694476,-1.4324306,13.4872251,-4.3431972,16.3979917,18.4374569,-6.38266241,12.6231607,-0.5683662
2000-08-08 15:00:00,6.0547945,9.7089227,13.6201632,-1.51057417,-2.36748938,14.4770784,-0.43078877,12.5403778,19.0083872,-6.89879812,11.9561891,0.1533999
2000-08-09 15:00:00,6.0821918,9.7628289,13.6658466,-1.50146309,-2.36822755,14.5326111,-1.58159247,13.745976,19.2384179,-7.07403433,9.634347,2.5300366
2000-08-10 15:00:00,6.109589,9.9792032,13.6011895,-1.38201145,-2.20649767,14.4256758,-4.31658604,16.5357641,20.4688746,-8.24969653,11.2765167,0.9426614
2000-08-11 15:00:00,6.1369863,10.790827,13.9881567,-1.71418412,-1.44951828,13.7234909,-4.14222419,16.4161968,18.9429073,-6.66893466,9.511825,2.7621476
2000-08-12 15:00:00,6.1643836,11.7713656,13.3739383,-1.04517114,-0.52362408,12.8523912,-8.20726773,20.5360348,19.0550427,-6.72627555,10.4563063,1.8724608
2000-08-13 15:00:00,6.1917808,12.4154879,12.7823855,-0.3988239,0.0658539,12.3177078,-12.60565009,24.9892117,17.2298412,-4.84627958,9.2893536,3.0942081
2000-08-14 15:00:00,6.2191781,12.0310224,13.6043013,-1.16594512,-0.37325606,12.8116122,-10.95405953,23.3924157,17.0068416,-4.56848548,10.8365776,1.6017786
2000-08-15 15:00:00,6.2465753,12.5006963,13.0843514,-0.5912007,0.0417734,12.4513772,-10.88786096,23.3810116,15.5317728,-3.03862208,10.7401023,1.7530484
2000-08-16 15:00:00,6.2739726,12.6112941,13.5722753,-1.02433012,0.0977268,12.4502184,-7.49036935,20.0383146,15.2776624,-2.72971721,11.0363914,1.5115538
2000-08-17 15:00:00,6.3013699,12.1333278,13.6376379,-1.03489813,-0.43488386,13.0376236,-6.77508769,19.3778274,17.137223,-4.53448324,8.6095579,3.9931818
2000-08-18 15:00:00,6.3287671,12.0167373,13.6285588,-0.97102452,-0.60611879,13.263653,-3.67733158,16.3348658,15.9229075,-3.26537327,6.1772405,6.4802938
2000-08-19 15:00:00,6.3561644,11.902179,13.3413346,-0.62900584,-0.77532142,13.4876502,-3.36307761,16.0754064,16.7337301,-4.02140132,7.5999874,5.1123413
2000-08-20 15:00:00,6.3835616,11.1566573,13.7649085,-0.99778521,-1.57548757,14.3426109,-0.92239978,13.6895231,16.4777181,-3.71059477,7.6196637,5.1474596
2000-08-21 15:00:00,6.4109589,11.4592056,13.8246481,-1.00273029,-1.32758364,14.1495014,0.4251832,12.3967346,18.2762451,-5.45432728,4.8455818,7.976336
2000-08-22 15:00:00,6.4383562,12.0646664,14.6206609,-1.74394859,-0.77676731,13.6534796,1.0606331,11.8160792,18.3026127,-5.42590037,5.9142648,6.9624475
2000-08-23 15:00:00,6.4657534,11.2233929,14.1426695,-1.2111626,-1.67268512,14.604192,-2.26204666,15.1935535,18.4282345,-5.49672768,8.1649519,4.7665549
2000-08-24 15:00:00,6.4931507,12.0957879,14.2409877,-1.25468635,-0.85493459,13.841236,0.2210053,12.7652961,16.5877684,-3.60146706,6.2809215,6.7053799
2000-08-25 15:00:00,6.5205479,11.4313186,14.5187501,-1.4776542,-1.57404823,14.6151441,0.4643535,12.5767424,15.1617282,-2.12063227,7.47664,5.5644559
2000-08-26 15:00:00,6.5479452,10.8528951,14.102881,-1.00699059,-2.20711619,15.3030066,3.1480472,9.9478432,13.3939639,-0.29807349,10.3537278,2.7421626
2000-08-27 15:00:00,6.5753425,11.2230169,14.7024769,-1.55179193,-1.89163872,15.0423237,6.6203114,6.5303736,11.5821339,1.568551,10.0007261,3.1499589
2000-08-28 15:00:00,6.6027397,11.4580811,14.5164204,-1.31094091,-1.71121897,14.9166984,3.8899088,9.3155706,9.7427283,3.4627511,8.727071,4.4784085
2000-08-29 15:00:00,6.630137,11.4856871,14.1876605,-0.92738657,-1.73825732,14.9985313,2.6458854,10.6143886,10.0592545,3.2010194,7.1148658,6.1454081
2000-08-30 15:00:00,6.6575342,10.7700406,14.5141789,-1.19911036,-2.50854826,15.8236168,6.691134,6.6239345,11.8081747,1.5068937,7.2750945,6.039974
2000-08-31 15:00:00,6.6849315,10.6134294,14.9118077,-1.54194464,-2.71980384,16.0896669,11.4230846,1.9467784,12.7509217,0.6189413,5.1029012,8.2669618
2000-09-01 15:00:00,6.7123288,10.9983758,14.3976585,-0.97300099,-2.38950182,15.8141594,10.8320769,2.5925806,10.8312947,2.5933629,4.7346726,8.689985
2000-09-02 15:00:00,6.739726,11.1314306,13.9097273,-0.43027528,-2.31109148,15.7905435,14.0436774,-0.56422532,8.9072784,4.5721736,2.4613943,11.0180578
2000-09-03 15:00:00,6.7671233,10.66104,13.9273144,-0.39306783,-2.83612641,16.370373,16.8631144,-3.32886782,7.4719566,6.06229,4.185975,9.3482716
2000-09-04 15:00:00,6.7945205,10.3336847,14.674136,-1.08509494,-3.21812611,16.8071672,12.9419544,0.6470867,6.9284593,6.6605817,2.8719993,10.7170418
2000-09-05 15:00:00,6.8219178,10.9291491,14.0554194,-0.41158382,-2.67730618,16.3211418,15.2506313,-1.60679569,5.2750946,8.368741,5.004671,8.6391647
2000-09-06 15:00:00,6.8493151,11.4450162,13.8487574,-0.15012728,-2.21608349,15.9147136,16.303128,-2.60449789,6.3365643,7.3620659,3.0934309,10.6051992
2000-09-07 15:00:00,6.8767123,10.869367,13.9049287,-0.15150404,-2.84637704,16.5998017,16.0208008,-2.26737617,8.1016118,5.6518129,1.4581383,12.2952864
2000-09-08 15:00:00,6.9041096,10.8053305,13.3827721,0.4254471,-2.96505795,16.7732771,15.7297802,-1.92156099,6.7201065,7.0881127,0.3944873,13.4137318
2000-09-09 15:00:00,6.9315068,11.4477701,13.3701052,0.4929085,-2.3772627,16.2402764,11.7827699,2.0802438,6.5158545,7.3471592,3.1581764,10.7048373
2000-09-10 15:00:00,6.9589041,11.0465423,12.7356228,1.1821854,-2.83313495,16.7509432,13.3485449,0.5692633,7.3400748,6.5777334,0.544647,13.3731612
2000-09-11 15:00:00,6.9863014,11.7371117,12.7032308,1.269372,-2.19720994,16.1698127,13.3152184,0.6573843,7.4981414,6.4744614,-1.2639288,15.2365315
2000-09-12 15:00:00,7.0136986,12.2096079,12.0901238,1.9372734,-1.77935813,15.8067554,10.2018743,3.825523,7.4574154,6.5699819,1.1780149,12.8493824
2000-09-13 15:00:00,7.0410959,11.4070494,12.8860254,1.1961663,-2.63656099,16.7187528,6.351851,7.7303407,8.9271963,5.1549955,2.6544537,11.4277381
2000-09-14 15:00:00,7.0684932,11.4553995,13.0276694,1.1093169,-2.64285535,16.7798417,10.3712434,3.7657429,8.92041,5.2165764,3.1027379,11.0342484
2000-09-15 15:00:00,7.0958904,10.8929651,13.317525,0.8742558,-3.25993418,17.451715,11.2681551,2.9236257,8.2946095,5.8971713,4.1339788,10.057802
2000-09-16 15:00:00,7.1232877,11.8975097,13.5320606,0.7145148,-2.31003397,16.5566093,13.2093763,1.037199,8.1392356,6.1073397,2.9548133,11.2917621
2000-09-17 15:00:00,7.1506849,12.4459852,13.5259278,0.775442,-1.81620282,16.1175727,10.8130898,3.4882801,9.4271512,4.8742187,1.0855568,13.215813
2000-09-18 15:00:00,7.1780822,12.1098559,14.090065,0.2660994,-2.20697657,16.563141,9.3181403,5.0380241,10.8394395,3.5167248,-0.81882289,15.1749873
2000-09-19 15:00:00,7.2054795,11.2531327,13.564397,0.8465619,-3.11834414,17.529303,7.6139353,6.7970236,12.1648744,2.2460845,1.2146922,13.1962667
2000-09-20 15:00:00,7.2328767,10.3049831,14.0462751,0.4194784,-4.12113817,18.5868916,9.6450947,4.8206587,14.077667,0.3880864,0.4242177,14.0415357
2000-09-21 15:00:00,7.260274,9.617498,13.5542119,0.9663361,-4.86326765,19.3838156,9.2523187,5.2682292,12.4347891,2.0857588,2.9555418,11.5650061
2000-09-22 15:00:00,7.2876712,9.9513302,13.7855514,0.7897911,-4.58407979,19.1594223,9.0005328,5.5748097,12.5921574,1.9831851,3.1454091,11.4299334
2000-09-23 15:00:00,7.3150685,9.6655772,13.9146604,0.7154766,-4.92447724,19.5546142,9.113752,5.5163849,11.0629015,3.5672355,4.6645303,9.9656067
2000-09-24 15:00:00,7.3424658,8.8823691,14.2139826,0.4709489,-5.76232973,20.4472612,12.1066074,2.5783241,9.5900149,5.0949166,6.0585616,8.6263699
2000-09-25 15:00:00,7.369863,9.4922623,14.9600032,-0.22027716,-5.20708092,19.946807,8.0523869,6.6873391,7.8379775,6.9017486,3.797688,10.9420381
2000-09-26 15:00:00,7.3972603,9.497768,15.6507006,-0.8561801,-5.25621965,20.0507402,3.5516246,11.242896,6.9439279,7.8505926,4.981624,9.8128965
2000-09-27 15:00:00,7.4246575,8.9452847,15.5651152,-0.71580013,-5.86334734,20.7126624,1.0552259,13.7940892,7.3214706,7.5278445,6.659074,8.190241
2000-09-28 15:00:00,7.4520548,8.0959635,15.4230082,-0.51889859,-6.76731291,21.6714225,1.2868548,13.6172548,6.3064112,8.5976984,5.9349228,8.9691868
2000-09-29 15:00:00,7.4794521,7.866858,15.6163344,-0.65743027,-7.05106278,22.0099669,5.0055393,9.9533648,6.3260444,8.6328598,6.7297135,8.2291906
2000-09-30 15:00:00,7.5068493,7.5630525,15.8814072,-0.86770859,-7.40951266,22.4232113,1.5084981,13.5052006,5.6207767,9.3929219,8.0905573,6.9231413
2000-10-01 15:00:00,7.5342466,7.043773,16.5278912,-1.45939804,-7.9834366,23.0519298,5.1274954,9.9409977,5.892792,9.1757012,9.7115521,5.356941
2000-10-02 15:00:00,7.5616438,7.065797,16.4736977,-1.35041002,-8.01605702,23.1393447,0.2103533,14.9129344,5.8127395,9.3105482,11.865816,3.2574717
2000-10-03 15:00:00,7.5890411,6.4712523,17.2430432,-2.06496101,-8.66524607,23.8433283,3.8112297,11.3668525,5.9691035,9.2089787,13.4603716,1.7177106
2000-10-04 15:00:00,7.6164384,6.3642504,17.1615007,-1.92862396,-8.82689245,24.0597692,1.38166,13.8512167,5.0279588,10.204918,14.8229514,0.4099254
2000-10-05 15:00:00,7.6438356,5.480312,17.0098742,-1.72220294,-9.76547515,25.0531464,3.8658893,11.421782,6.9430673,8.3446039,12.9631836,2.3244876
2000-10-06 15:00:00,7.6712329,5.9655486,17.4489127,-2.10644694,-9.33488304,24.6773488,-0.32782098,15.6702867,5.4200491,9.9224166,15.0939288,0.2485369
2000-10-07 15:00:00,7.6986301,6.5326709,17.4066876,-2.00942736,-8.82240506,24.2196653,3.7350587,11.6622015,4.7957681,10.6014922,17.5674265,-2.17016618
2000-10-08 15:00:00,7.7260274,6.0587703,17.8097851,-2.35773029,-9.35095011,24.8030049,2.0577061,13.3943487,3.8895287,11.5625261,16.6715423,-1.21948748
2000-10-09 15:00:00,7.7534247,6.46018,18.2743337,-2.76748438,-9.00418475,24.5110341,3.6316545,11.8751948,5.0357902,10.4710591,15.4375438,0.0693055
2000-10-10 15:00:00,7.7808219,6.7960199,18.0573306,-2.4956868,-8.72298926,24.2846331,5.6824017,9.8792422,4.7878094,10.7738344,14.8272057,0.7344381
2000-10-11 15:00:00,7.8082192,6.7104736,18.4591799,-2.84274155,-8.86318003,24.4796184,1.9621547,13.6542837,3.4558146,12.1606237,12.3358501,3.2805883
2000-10-12 15:00:00,7.8356164,5.8740725,18.6020046,-2.93077175,-9.75422547,25.4254583,3.0020331,12.6691998,3.0584957,12.6127372,14.6477155,1.0235173
2000-10-13 15:00:00,7.8630137,6.118183,18.6866972,-2.96066985,-9.56475937,25.2907868,5.2023687,10.5236587,1.4644216,14.2616058,12.0940791,3.6319483
2000-10-14 15:00:00,7.890411,6.7720758,19.1357573,-3.35493535,-8.96551104,24.746333,3.3235389,12.4572831,0.7687707,15.0120512,13.9493477,1.8314743
2000-10-15 15:00:00,7.9178082,6.0859129,19.3211069,-3.48549048,-9.70631832,25.5419348,3.3394419,12.4961745,1.361285,14.4743314,11.3824668,4.4531497
2000-10-16 15:00:00,7.9452055,5.9053655,19.5743022,-3.68389128,-9.94151004,25.831921,2.9131881,12.9772228,2.3772629,13.513148,10.5338747,5.3565362
2000-10-17 15:00:00,7.9726027,6.5359474,19.188487,-3.24328156,-9.36557259,25.3107781,5.9967376,9.9484679,3.4467022,12.4985032,9.5604504,6.384755
2000-10-18 15:00:00,8,5.7246361,18.9451841,-2.94518407,-10.2315283,26.2315283,4.1737851,11.8262149,2.1620323,13.8379677,7.106194,8.893806
2000-10-19 15:00:00,8.0273973,5.1091882,18.5487698,-2.49397525,-10.90162057,26.9564151,6.7916721,9.2631224,3.6018895,12.452905,5.9921719,10.0626226
2000-10-20 15:00:00,8.0547945,5.8750634,18.310566,-2.20097697,-10.19038981,26.2999789,6.7391728,9.3704162,5.4666222,10.6429669,6.0504721,10.0591169
2000-10-21 15:00:00,8.0821918,4.9300713,18.5726871,-2.40830358,-11.19002624,27.3544098,2.2095123,13.9548712,7.1625983,9.0017852,5.4882894,10.6760941
2000-10-22 15:00:00,8.109589,5.8549711,18.2080024,-1.98882433,-10.3197709,26.538949,0.7276662,15.4915119,5.8652436,10.3539344,5.0618778,11.1573002
2000-10-23 15:00:00,8.1369863,6.0008586,18.794248,-2.52027536,-10.22852781,26.5025004,3.0050577,13.2689149,5.6739165,10.6000561,4.0353697,12.2386029
2000-10-24 15:00:00,8.1643836,6.306031,18.5130474,-2.18428026,-9.97799979,26.3067669,-0.15433996,16.4831071,4.8459331,11.482834,3.8151832,12.5135839
2000-10-25 15:00:00,8.1917808,6.7171596,18.0206856,-1.63712395,-9.62151559,26.0050772,-1.1262583,17.5098199,4.1495759,12.2339858,1.5219521,14.8616096
2000-10-26 15:00:00,8.2191781,7.2492454,17.5579753,-1.11961913,-9.14407415,25.5824303,-3.40660432,19.8449605,3.7182397,12.7201165,1.7538337,14.6845225
2000-10-27 15:00:00,8.2465753,6.7657989,17.2309766,-0.73782588,-9.68216505,26.1753157,-6.21118573,22.7043364,5.0017072,11.4914435,-0.88262374,17.3757744
2000-10-28 15:00:00,8.2739726,6.9126476,17.3847444,-0.83679921,-9.58996073,26.1379059,-6.15247265,22.7004179,5.1580008,11.3899444,1.0571607,15.4907845
2000-10-29 15:00:00,8.3013699,7.4222089,16.7657041,-0.1629644,-9.13504387,25.7377836,-7.35418489,23.9569246,3.6418411,12.9608987,-1.82436332,18.4271031
2000-10-30 15:00:00,8.3287671,8.3674841,17.356123,-0.69858876,-8.24441302,24.9019473,-10.55727407,27.2148083,2.7294352,13.928099,0.4151938,16.2423405
2000-10-31 15:00:00,8.3561644,8.5745019,18.0726308,-1.36030199,-8.09203962,24.8043684,-15.22480477,31.9371335,3.5917896,13.1205391,2.1068832,14.6054456
2000-11-01 15:00:00,8.3835616,9.2479455,17.6004759,-0.83335263,-7.4732405,24.2403638,-10.46942161,27.2365449,4.4288026,12.3383207,0.0782702,16.6888531
2000-11-02 15:00:00,8.4109589,9.0544969,18.0377749,-1.21585709,-7.72133347,24.5432513,-10.52689341,27.3488112,5.5335712,11.2883466,-0.29927762,17.1211954
2000-11-03 15:00:00,8.4383562,8.687567,18.514157,-1.63744467,-8.14290771,25.01962,-9.10778527,25.9844976,5.959777,10.9169353,-1.11183921,17.9885515
2000-11-04 15:00:00,8.4657534,8.1154522,18.7077415,-1.77623468,-8.76966699,25.7011738,-10.43340667,27.3649135,7.9029097,9.0285972,-3.9047529,20.8362597
2000-11-05 15:00:00,8.4931507,8.7193189,19.4707583,-2.48445694,-8.22044462,25.206746,-9.10014558,26.0864469,6.0821291,10.9041723,-2.59928245,19.5855838
2000-11-06 15:00:00,8.5205479,8.2731363,18.8903328,-1.84923688,-8.72127169,25.7623676,-7.9239957,24.9650916,6.7882864,10.2528095,0.2070198,16.8340761
2000-11-07 15:00:00,8.5479452,8.3039995,19.119108,-2.02321761,-8.74505285,25.8409433,-11.31277054,28.408661,8.1213583,8.9745321,3.0350859,14.0608046
2000-11-08 15:00:00,8.5753425,9.0843201,19.7559229,-2.60523792,-8.01937669,25.1700616,-14.88207458,32.0327595,8.6120574,8.5386275,5.457285,11.6934
2000-11-09 15:00:00,8.6027397,8.8353145,19.6545508,-2.44907134,-8.3230266,25.5285061,-12.87191338,30.0773928,8.5502439,8.6552355,7.7560147,9.4494648
2000-11-10 15:00:00,8.630137,8.2247437,19.8018975,-2.54162351,-8.98824186,26.2485158,-13.48109006,30.741364,7.1920533,10.0682207,5.9014867,11.3587873
